1,1
2,1
3,1
4,0
5,0
6,0
7,1
8,1
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,0
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,0
50,1
51,1
52,1
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,0
61,1
62,0
63,1
64,1
65,0
66,1
67,1
68,1
69,1
70,0
71,1
72,0
73,1
74,1
75,0
76,1
77,0
78,0
79,1
80,1
81,0
82,0
83,0
84,0
85,0
86,1
87,1
88,0
89,1
90,0
91,1
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,0
117,0
118,1
119,1
120,0
121,1
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,1
132,1
133,0
134,0
135,0
136,0
137,1
138,1
139,0
140,0
141,1
142,1
143,0
144,0
145,0
146,0
147,1
148,1
149,0
150,1
151,1
152,0
153,0
154,0
155,1
156,1
157,1
158,0
159,0
160,1
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,0
171,1
172,0
173,0
174,1
175,0
176,1
177,0
178,1
179,0
180,0
181,0
182,0
183,1
184,1
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,1
194,0
195,0
196,0
197,0
198,0
199,1
200,0
201,1
202,0
203,1
204,1
205,0
206,1
207,0
208,0
209,1
210,1
211,1
212,0
213,0
214,1
215,0
216,0
217,0
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,1
226,0
227,0
228,0
229,0
230,0
231,1
232,1
233,0
234,0
235,0
236,0
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,0
245,0
246,1
247,0
248,0
249,1
250,1
251,1
252,1
253,0
254,1
255,0
256,0
257,0
258,1
259,0
260,1
261,0
262,1
263,1
264,1
265,0
266,0
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,0
275,0
276,1
277,0
278,0
279,0
280,1
281,0
282,0
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,0
291,0
292,1
293,0
294,1
295,1
296,0
297,1
298,1
299,0
300,1
301,0
302,0
303,1
304,1
305,0
306,1
307,1
308,1
309,0
310,1
311,1
312,0
313,1
314,0
315,1
316,0
317,1
318,1
319,1
320,0
321,1
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,1
341,0
342,0
343,1
344,1
345,0
346,1
347,1
348,0
349,1
350,1
351,0
352,1
353,0
354,1
355,0
356,1
357,0
358,0
359,0
360,1
361,1
362,0
363,1
364,1
365,0
366,1
367,0
368,1
369,0
370,0
371,0
372,1
373,1
374,0
375,0
376,1
377,0
378,1
379,1
380,0
381,0
382,1
383,1
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,1
393,1
394,1
395,0
396,1
397,1
398,1
399,1
400,1
401,0
402,1
403,1
404,1
405,0
406,0
407,1
408,1
409,1
410,0
411,1
412,0
413,0
414,1
415,0
416,0
417,0
418,1
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,0
427,1
428,0
429,0
430,0
431,1
432,1
433,1
434,0
435,1
436,1
437,1
438,1
439,0
440,0
441,1
442,0
443,1
444,0
445,1
446,0
447,0
448,1
449,1
450,0
451,1
452,1
453,0
454,0
455,1
456,1
457,0
458,0
459,0
460,0
461,0
462,1
463,0
464,1
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,0
474,1
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,1
483,0
484,1
485,0
486,1
487,0
488,1
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,0
497,1
498,1
499,0
500,0
501,0
502,0
503,0
504,1
505,0
506,1
507,1
508,1
509,1
510,0
511,1
512,1
513,0
514,0
515,1
516,1
517,1
518,1
519,1
520,0
521,0
522,1
523,1
524,1
525,0
526,0
527,1
528,0
529,1
530,1
531,0
532,1
533,1
534,0
535,1
536,1
537,1
538,1
539,1
540,1
541,0
542,0
543,1
544,0
545,0
546,0
547,0
548,1
549,1
550,0
551,1
552,0
553,1
554,0
555,0
556,0
557,1
558,1
559,1
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,1
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,1
576,1
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,1
587,1
588,0
589,0
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,1
599,1
600,1
601,0
602,1
603,0
