15928,15
15948,8
15956,7
15965,31
15997,7
16012,7
16049,8
16051,15
16057,8
16079,8
16087,16
16088,8
16152,30
16166,16
16175,16
16189,16
16190,31
16203,8
16225,8
16239,31
16269,16
16290,7
16292,8
16303,8
16308,8
16345,15
16363,8
16405,16
16412,31
16433,8
16443,8
16453,8
16454,31
16475,8
16498,8
16500,14
16523,8
16531,7
16546,16
16549,15
16620,8
16621,30
16625,24
16633,8
16666,8
16675,16
16678,16
16682,8
16686,6
16697,8
16724,8
16732,16
16767,8
16786,7
16799,8
16802,16
16807,8
16808,54
16815,16
16817,32
16822,64
16848,15
16851,8
16852,8
16857,16
16883,16
16909,15
16915,8
16939,26
16953,8
16979,16
17011,59
17016,8
17046,7
17068,30
17072,16
17078,57
17080,8
17094,8
17109,8
17115,59
17126,16
17130,8
17151,8
17178,8
17190,8
17218,8
17256,16
17263,27
17264,8
17280,6
17285,8
17296,15
17298,16
17323,16
17324,8
17326,8
17330,59
17333,16
17339,59
17355,8
17360,58
17372,8
17402,15
17416,14
17444,8
17457,8
17472,16
17474,7
17503,8
17508,30
17521,8
17548,8
17561,7
17566,29
17577,28
17580,118
17581,8
17585,8
17624,31
17640,31
17657,8
17668,8
17684,8
17687,14
17688,16
17707,14
17719,8
17737,32
17770,61
17787,15
17821,8
17859,7
17865,8
17879,8
17896,16
17897,8
17918,8
17959,8
17964,31
18021,16
18053,8
18057,8
18069,107
18074,60
18083,8
18087,15
18105,8
18121,8
18125,8
18143,8
18176,31
18200,8
18203,16
18211,7
18214,16
18218,8
